Ticker,Date,Midday Price
AOS,2023-01-03,"Ticker
AOS    58.360001
Name: 2023-01-03 12:30:00, dtype: float64"
AOS,2023-01-10,"Ticker
AOS    60.139999
Name: 2023-01-10 12:30:00, dtype: float64"
AOS,2023-01-17,"Ticker
AOS    60.630001
Name: 2023-01-17 12:30:00, dtype: float64"
AOS,2023-01-24,"Ticker
AOS    60.744999
Name: 2023-01-24 12:30:00, dtype: float64"
AOS,2023-01-31,"Ticker
AOS    66.050003
Name: 2023-01-31 12:30:00, dtype: float64"
AOS,2023-02-07,"Ticker
AOS    66.199997
Name: 2023-02-07 12:30:00, dtype: float64"
AOS,2023-02-14,"Ticker
AOS    67.779999
Name: 2023-02-14 12:30:00, dtype: float64"
AOS,2023-02-21,"Ticker
AOS    65.629997
Name: 2023-02-21 12:30:00, dtype: float64"
AOS,2023-02-28,"Ticker
AOS    65.940002
Name: 2023-02-28 12:30:00, dtype: float64"
AOS,2023-03-07,"Ticker
AOS    66.875
Name: 2023-03-07 12:30:00, dtype: float64"
AOS,2023-03-14,"Ticker
AOS    66.970001
Name: 2023-03-14 12:30:00, dtype: float64"
AOS,2023-03-21,"Ticker
AOS    66.504997
Name: 2023-03-21 12:30:00, dtype: float64"
AOS,2023-03-28,"Ticker
AOS    68.010002
Name: 2023-03-28 12:30:00, dtype: float64"
AOS,2023-04-04,"Ticker
AOS    66.139999
Name: 2023-04-04 12:30:00, dtype: float64"
AOS,2023-04-11,"Ticker
AOS    65.849998
Name: 2023-04-11 12:30:00, dtype: float64"
AOS,2023-04-18,"Ticker
AOS    68.199997
Name: 2023-04-18 12:30:00, dtype: float64"
AOS,2023-04-25,"Ticker
AOS    68.779999
Name: 2023-04-25 12:30:00, dtype: float64"
AOS,2023-05-02,"Ticker
AOS    69.669998
Name: 2023-05-02 12:30:00, dtype: float64"
AOS,2023-05-09,"Ticker
AOS    69.75
Name: 2023-05-09 12:30:00, dtype: float64"
AOS,2023-05-16,"Ticker
AOS    67.275002
Name: 2023-05-16 12:30:00, dtype: float64"
AOS,2023-05-23,"Ticker
AOS    67.25
Name: 2023-05-23 12:30:00, dtype: float64"
AOS,2023-05-30,"Ticker
AOS    66.5
Name: 2023-05-30 12:30:00, dtype: float64"
AOS,2023-06-06,"Ticker
AOS    68.752502
Name: 2023-06-06 12:30:00, dtype: float64"
AOS,2023-06-13,"Ticker
AOS    69.934998
Name: 2023-06-13 12:30:00, dtype: float64"
AOS,2023-06-20,"Ticker
AOS    70.269997
Name: 2023-06-20 12:30:00, dtype: float64"
AOS,2023-06-27,"Ticker
AOS    72.040001
Name: 2023-06-27 12:30:00, dtype: float64"
AOS,2023-07-11,"Ticker
AOS    73.276199
Name: 2023-07-11 12:30:00, dtype: float64"
AOS,2023-07-18,"Ticker
AOS    75.959999
Name: 2023-07-18 12:30:00, dtype: float64"
AOS,2023-07-25,"Ticker
AOS    75.489998
Name: 2023-07-25 12:30:00, dtype: float64"
AOS,2023-08-01,"Ticker
AOS    72.190002
Name: 2023-08-01 12:30:00, dtype: float64"
AOS,2023-08-08,"Ticker
AOS    73.169998
Name: 2023-08-08 12:30:00, dtype: float64"
AOS,2023-08-15,"Ticker
AOS    70.639999
Name: 2023-08-15 12:30:00, dtype: float64"
AOS,2023-08-22,"Ticker
AOS    69.330002
Name: 2023-08-22 12:30:00, dtype: float64"
AOS,2023-08-29,"Ticker
AOS    71.419998
Name: 2023-08-29 12:30:00, dtype: float64"
AOS,2023-09-05,"Ticker
AOS    71.855202
Name: 2023-09-05 12:30:00, dtype: float64"
AOS,2023-09-12,"Ticker
AOS    69.089996
Name: 2023-09-12 12:30:00, dtype: float64"
AOS,2023-09-19,"Ticker
AOS    66.540001
Name: 2023-09-19 12:30:00, dtype: float64"
AOS,2023-09-26,"Ticker
AOS    65.724998
Name: 2023-09-26 12:30:00, dtype: float64"
AOS,2023-10-03,"Ticker
AOS    65.43
Name: 2023-10-03 12:30:00, dtype: float64"
AOS,2023-10-10,"Ticker
AOS    69.889999
Name: 2023-10-10 12:30:00, dtype: float64"
AOS,2023-10-17,"Ticker
AOS    71.919998
Name: 2023-10-17 12:30:00, dtype: float64"
AOS,2023-10-24,"Ticker
AOS    66.949997
Name: 2023-10-24 12:30:00, dtype: float64"
AOS,2023-10-31,"Ticker
AOS    70.07
Name: 2023-10-31 12:30:00, dtype: float64"
AOS,2023-11-07,"Ticker
AOS    70.860001
Name: 2023-11-07 12:30:00, dtype: float64"
AOS,2023-11-14,"Ticker
AOS    75.900002
Name: 2023-11-14 12:30:00, dtype: float64"
AOS,2023-11-21,"Ticker
AOS    75.959999
Name: 2023-11-21 12:30:00, dtype: float64"
AOS,2023-11-28,"Ticker
AOS    75.339996
Name: 2023-11-28 12:30:00, dtype: float64"
AOS,2023-12-05,"Ticker
AOS    76.389999
Name: 2023-12-05 12:30:00, dtype: float64"
AOS,2023-12-12,"Ticker
AOS    79.650002
Name: 2023-12-12 12:30:00, dtype: float64"
AOS,2023-12-19,"Ticker
AOS    80.75
Name: 2023-12-19 12:30:00, dtype: float64"
AOS,2023-12-26,"Ticker
AOS    81.980003
Name: 2023-12-26 12:30:00, dtype: float64"
ABT,2023-01-03,"Ticker
ABT    109.279999
Name: 2023-01-03 12:30:00, dtype: float64"
ABT,2023-01-10,"Ticker
ABT    113.419998
Name: 2023-01-10 12:30:00, dtype: float64"
ABT,2023-01-17,"Ticker
ABT    113.5
Name: 2023-01-17 12:30:00, dtype: float64"
ABT,2023-01-24,"Ticker
ABT    112.900002
Name: 2023-01-24 12:30:00, dtype: float64"
ABT,2023-01-31,"Ticker
ABT    109.690002
Name: 2023-01-31 12:30:00, dtype: float64"
ABT,2023-02-07,"Ticker
ABT    111.32
Name: 2023-02-07 12:30:00, dtype: float64"
ABT,2023-02-14,"Ticker
ABT    107.510002
Name: 2023-02-14 12:30:00, dtype: float64"
ABT,2023-02-21,"Ticker
ABT    104.239998
Name: 2023-02-21 12:30:00, dtype: float64"
ABT,2023-02-28,"Ticker
ABT    102.050003
Name: 2023-02-28 12:30:00, dtype: float64"
ABT,2023-03-07,"Ticker
ABT    100.315002
Name: 2023-03-07 12:30:00, dtype: float64"
ABT,2023-03-14,"Ticker
ABT    97.989998
Name: 2023-03-14 12:30:00, dtype: float64"
ABT,2023-03-21,"Ticker
ABT    97.330002
Name: 2023-03-21 12:30:00, dtype: float64"
ABT,2023-03-28,"Ticker
ABT    97.480003
Name: 2023-03-28 12:30:00, dtype: float64"
ABT,2023-04-04,"Ticker
ABT    102.989998
Name: 2023-04-04 12:30:00, dtype: float64"
ABT,2023-04-11,"Ticker
ABT    103.650002
Name: 2023-04-11 12:30:00, dtype: float64"
ABT,2023-04-18,"Ticker
ABT    104.305
Name: 2023-04-18 12:30:00, dtype: float64"
ABT,2023-04-25,"Ticker
ABT    109.959999
Name: 2023-04-25 12:30:00, dtype: float64"
ABT,2023-05-02,"Ticker
ABT    111.019997
Name: 2023-05-02 12:30:00, dtype: float64"
ABT,2023-05-09,"Ticker
ABT    110.532501
Name: 2023-05-09 12:30:00, dtype: float64"
ABT,2023-05-16,"Ticker
ABT    109.860001
Name: 2023-05-16 12:30:00, dtype: float64"
ABT,2023-05-23,"Ticker
ABT    105.849998
Name: 2023-05-23 12:30:00, dtype: float64"
ABT,2023-05-30,"Ticker
ABT    101.660004
Name: 2023-05-30 12:30:00, dtype: float64"
ABT,2023-06-06,"Ticker
ABT    102.370003
Name: 2023-06-06 12:30:00, dtype: float64"
ABT,2023-06-13,"Ticker
ABT    101.970001
Name: 2023-06-13 12:30:00, dtype: float64"
ABT,2023-06-20,"Ticker
ABT    107.610001
Name: 2023-06-20 12:30:00, dtype: float64"
ABT,2023-06-27,"Ticker
ABT    107.490097
Name: 2023-06-27 12:30:00, dtype: float64"
ABT,2023-07-11,"Ticker
ABT    106.870003
Name: 2023-07-11 12:30:00, dtype: float64"
ABT,2023-07-18,"Ticker
ABT    106.5
Name: 2023-07-18 12:30:00, dtype: float64"
ABT,2023-07-25,"Ticker
ABT    112.93
Name: 2023-07-25 12:30:00, dtype: float64"
ABT,2023-08-01,"Ticker
ABT    110.5
Name: 2023-08-01 12:30:00, dtype: float64"
ABT,2023-08-08,"Ticker
ABT    104.5
Name: 2023-08-08 12:30:00, dtype: float64"
ABT,2023-08-15,"Ticker
ABT    105.300003
Name: 2023-08-15 12:30:00, dtype: float64"
ABT,2023-08-22,"Ticker
ABT    105.287498
Name: 2023-08-22 12:30:00, dtype: float64"
ABT,2023-08-29,"Ticker
ABT    103.650002
Name: 2023-08-29 12:30:00, dtype: float64"
ABT,2023-09-05,"Ticker
ABT    101.419998
Name: 2023-09-05 12:30:00, dtype: float64"
ABT,2023-09-12,"Ticker
ABT    102.349297
Name: 2023-09-12 12:30:00, dtype: float64"
ABT,2023-09-19,"Ticker
ABT    100.440002
Name: 2023-09-19 12:30:00, dtype: float64"
ABT,2023-09-26,"Ticker
ABT    96.385002
Name: 2023-09-26 12:30:00, dtype: float64"
ABT,2023-10-03,"Ticker
ABT    95.956001
Name: 2023-10-03 12:30:00, dtype: float64"
ABT,2023-10-10,"Ticker
ABT    98.080002
Name: 2023-10-10 12:30:00, dtype: float64"
ABT,2023-10-17,"Ticker
ABT    92.455002
Name: 2023-10-17 12:30:00, dtype: float64"
ABT,2023-10-24,"Ticker
ABT    94.782501
Name: 2023-10-24 12:30:00, dtype: float64"
ABT,2023-10-31,"Ticker
ABT    94.345001
Name: 2023-10-31 12:30:00, dtype: float64"
ABT,2023-11-07,"Ticker
ABT    94.709999
Name: 2023-11-07 12:30:00, dtype: float64"
ABT,2023-11-14,"Ticker
ABT    97.089996
Name: 2023-11-14 12:30:00, dtype: float64"
ABT,2023-11-21,"Ticker
ABT    102.230003
Name: 2023-11-21 12:30:00, dtype: float64"
ABT,2023-11-28,"Ticker
ABT    102.18
Name: 2023-11-28 12:30:00, dtype: float64"
ABT,2023-12-05,"Ticker
ABT    104.885002
Name: 2023-12-05 12:30:00, dtype: float64"
ABT,2023-12-12,"Ticker
ABT    106.830002
Name: 2023-12-12 12:30:00, dtype: float64"
ABT,2023-12-19,"Ticker
ABT    107.910004
Name: 2023-12-19 12:30:00, dtype: float64"
ABT,2023-12-26,"Ticker
ABT    109.290001
Name: 2023-12-26 12:30:00, dtype: float64"
ABBV,2023-01-03,"Ticker
ABBV    162.0
Name: 2023-01-03 12:30:00, dtype: float64"
ABBV,2023-01-10,"Ticker
ABBV    159.630005
Name: 2023-01-10 12:30:00, dtype: float64"
ABBV,2023-01-17,"Ticker
ABBV    153.990005
Name: 2023-01-17 12:30:00, dtype: float64"
ABBV,2023-01-24,"Ticker
ABBV    147.585007
Name: 2023-01-24 12:30:00, dtype: float64"
ABBV,2023-01-31,"Ticker
ABBV    146.100006
Name: 2023-01-31 12:30:00, dtype: float64"
ABBV,2023-02-07,"Ticker
ABBV    144.279999
Name: 2023-02-07 12:30:00, dtype: float64"
ABBV,2023-02-14,"Ticker
ABBV    152.966003
Name: 2023-02-14 12:30:00, dtype: float64"
ABBV,2023-02-21,"Ticker
ABBV    151.850006
Name: 2023-02-21 12:30:00, dtype: float64"
ABBV,2023-02-28,"Ticker
ABBV    154.130005
Name: 2023-02-28 12:30:00, dtype: float64"
ABBV,2023-03-07,"Ticker
ABBV    152.300003
Name: 2023-03-07 12:30:00, dtype: float64"
ABBV,2023-03-14,"Ticker
ABBV    151.967804
Name: 2023-03-14 12:30:00, dtype: float64"
ABBV,2023-03-21,"Ticker
ABBV    155.690002
Name: 2023-03-21 12:30:00, dtype: float64"
ABBV,2023-03-28,"Ticker
ABBV    158.149994
Name: 2023-03-28 12:30:00, dtype: float64"
ABBV,2023-04-04,"Ticker
ABBV    160.024994
Name: 2023-04-04 12:30:00, dtype: float64"
ABBV,2023-04-11,"Ticker
ABBV    162.309998
Name: 2023-04-11 12:30:00, dtype: float64"
ABBV,2023-04-18,"Ticker
ABBV    159.350006
Name: 2023-04-18 12:30:00, dtype: float64"
ABBV,2023-04-25,"Ticker
ABBV    164.860001
Name: 2023-04-25 12:30:00, dtype: float64"
ABBV,2023-05-02,"Ticker
ABBV    151.583496
Name: 2023-05-02 12:30:00, dtype: float64"
ABBV,2023-05-09,"Ticker
ABBV    147.460007
Name: 2023-05-09 12:30:00, dtype: float64"
ABBV,2023-05-16,"Ticker
ABBV    144.300003
Name: 2023-05-16 12:30:00, dtype: float64"
ABBV,2023-05-23,"Ticker
ABBV    143.309998
Name: 2023-05-23 12:30:00, dtype: float64"
ABBV,2023-05-30,"Ticker
ABBV    136.239807
Name: 2023-05-30 12:30:00, dtype: float64"
ABBV,2023-06-06,"Ticker
ABBV    135.274994
Name: 2023-06-06 12:30:00, dtype: float64"
ABBV,2023-06-13,"Ticker
ABBV    138.083694
Name: 2023-06-13 12:30:00, dtype: float64"
ABBV,2023-06-20,"Ticker
ABBV    138.740005
Name: 2023-06-20 12:30:00, dtype: float64"
ABBV,2023-06-27,"Ticker
ABBV    133.440002
Name: 2023-06-27 12:30:00, dtype: float64"
ABBV,2023-07-11,"Ticker
ABBV    134.770004
Name: 2023-07-11 12:30:00, dtype: float64"
ABBV,2023-07-18,"Ticker
ABBV    136.429993
Name: 2023-07-18 12:30:00, dtype: float64"
ABBV,2023-07-25,"Ticker
ABBV    141.779999
Name: 2023-07-25 12:30:00, dtype: float64"
ABBV,2023-08-01,"Ticker
ABBV    148.289993
Name: 2023-08-01 12:30:00, dtype: float64"
ABBV,2023-08-08,"Ticker
ABBV    149.009995
Name: 2023-08-08 12:30:00, dtype: float64"
ABBV,2023-08-15,"Ticker
ABBV    151.929993
Name: 2023-08-15 12:30:00, dtype: float64"
ABBV,2023-08-22,"Ticker
ABBV    149.220001
Name: 2023-08-22 12:30:00, dtype: float64"
ABBV,2023-08-29,"Ticker
ABBV    147.175003
Name: 2023-08-29 12:30:00, dtype: float64"
ABBV,2023-09-05,"Ticker
ABBV    146.560303
Name: 2023-09-05 12:30:00, dtype: float64"
ABBV,2023-09-12,"Ticker
ABBV    149.339996
Name: 2023-09-12 12:30:00, dtype: float64"
ABBV,2023-09-19,"Ticker
ABBV    153.320007
Name: 2023-09-19 12:30:00, dtype: float64"
ABBV,2023-09-26,"Ticker
ABBV    154.289993
Name: 2023-09-26 12:30:00, dtype: float64"
ABBV,2023-10-03,"Ticker
ABBV    146.720001
Name: 2023-10-03 12:30:00, dtype: float64"
ABBV,2023-10-10,"Ticker
ABBV    148.830002
Name: 2023-10-10 12:30:00, dtype: float64"
ABBV,2023-10-17,"Ticker
ABBV    149.520004
Name: 2023-10-17 12:30:00, dtype: float64"
ABBV,2023-10-24,"Ticker
ABBV    146.179993
Name: 2023-10-24 12:30:00, dtype: float64"
ABBV,2023-10-31,"Ticker
ABBV    139.990005
Name: 2023-10-31 12:30:00, dtype: float64"
ABBV,2023-11-07,"Ticker
ABBV    141.460007
Name: 2023-11-07 12:30:00, dtype: float64"
ABBV,2023-11-14,"Ticker
ABBV    139.100006
Name: 2023-11-14 12:30:00, dtype: float64"
ABBV,2023-11-21,"Ticker
ABBV    138.570007
Name: 2023-11-21 12:30:00, dtype: float64"
ABBV,2023-11-28,"Ticker
ABBV    138.520004
Name: 2023-11-28 12:30:00, dtype: float64"
ABBV,2023-12-05,"Ticker
ABBV    144.979996
Name: 2023-12-05 12:30:00, dtype: float64"
ABBV,2023-12-12,"Ticker
ABBV    153.429993
Name: 2023-12-12 12:30:00, dtype: float64"
ABBV,2023-12-19,"Ticker
ABBV    153.860001
Name: 2023-12-19 12:30:00, dtype: float64"
ABBV,2023-12-26,"Ticker
ABBV    154.460007
Name: 2023-12-26 12:30:00, dtype: float64"
ACN,2023-01-03,"Ticker
ACN    268.450012
Name: 2023-01-03 12:30:00, dtype: float64"
ACN,2023-01-10,"Ticker
ACN    273.100006
Name: 2023-01-10 12:30:00, dtype: float64"
ACN,2023-01-17,"Ticker
ACN    285.804993
Name: 2023-01-17 12:30:00, dtype: float64"
ACN,2023-01-24,"Ticker
ACN    275.825012
Name: 2023-01-24 12:30:00, dtype: float64"
ACN,2023-01-31,"Ticker
ACN    275.279999
Name: 2023-01-31 12:30:00, dtype: float64"
ACN,2023-02-07,"Ticker
ACN    284.779999
Name: 2023-02-07 12:30:00, dtype: float64"
ACN,2023-02-14,"Ticker
ACN    286.005005
Name: 2023-02-14 12:30:00, dtype: float64"
ACN,2023-02-21,"Ticker
ACN    269.274994
Name: 2023-02-21 12:30:00, dtype: float64"
ACN,2023-02-28,"Ticker
ACN    268.25
Name: 2023-02-28 12:30:00, dtype: float64"
ACN,2023-03-07,"Ticker
ACN    265.220001
Name: 2023-03-07 12:30:00, dtype: float64"
ACN,2023-03-14,"Ticker
ACN    251.309998
Name: 2023-03-14 12:30:00, dtype: float64"
ACN,2023-03-21,"Ticker
ACN    255.830002
Name: 2023-03-21 12:30:00, dtype: float64"
ACN,2023-03-28,"Ticker
ACN    274.019989
Name: 2023-03-28 12:30:00, dtype: float64"
ACN,2023-04-04,"Ticker
ACN    287.119995
Name: 2023-04-04 12:30:00, dtype: float64"
ACN,2023-04-11,"Ticker
ACN    286.019989
Name: 2023-04-11 12:30:00, dtype: float64"
ACN,2023-04-18,"Ticker
ACN    279.410004
Name: 2023-04-18 12:30:00, dtype: float64"
ACN,2023-04-25,"Ticker
ACN    272.545013
Name: 2023-04-25 12:30:00, dtype: float64"
ACN,2023-05-02,"Ticker
ACN    276.109985
Name: 2023-05-02 12:30:00, dtype: float64"
ACN,2023-05-09,"Ticker
ACN    264.029999
Name: 2023-05-09 12:30:00, dtype: float64"
ACN,2023-05-16,"Ticker
ACN    279.119995
Name: 2023-05-16 12:30:00, dtype: float64"
ACN,2023-05-23,"Ticker
ACN    289.149994
Name: 2023-05-23 12:30:00, dtype: float64"
ACN,2023-05-30,"Ticker
ACN    314.983704
Name: 2023-05-30 12:30:00, dtype: float64"
ACN,2023-06-06,"Ticker
ACN    307.809998
Name: 2023-06-06 12:30:00, dtype: float64"
ACN,2023-06-13,"Ticker
ACN    314.320007
Name: 2023-06-13 12:30:00, dtype: float64"
ACN,2023-06-20,"Ticker
ACN    319.924988
Name: 2023-06-20 12:30:00, dtype: float64"
ACN,2023-06-27,"Ticker
ACN    299.475006
Name: 2023-06-27 12:30:00, dtype: float64"
ACN,2023-07-11,"Ticker
ACN    307.552002
Name: 2023-07-11 12:30:00, dtype: float64"
ACN,2023-07-18,"Ticker
ACN    321.125
Name: 2023-07-18 12:30:00, dtype: float64"
ACN,2023-07-25,"Ticker
ACN    317.531097
Name: 2023-07-25 12:30:00, dtype: float64"
ACN,2023-08-01,"Ticker
ACN    319.269989
Name: 2023-08-01 12:30:00, dtype: float64"
ACN,2023-08-08,"Ticker
ACN    312.154999
Name: 2023-08-08 12:30:00, dtype: float64"
ACN,2023-08-15,"Ticker
ACN    308.415009
Name: 2023-08-15 12:30:00, dtype: float64"
ACN,2023-08-22,"Ticker
ACN    309.494995
Name: 2023-08-22 12:30:00, dtype: float64"
ACN,2023-08-29,"Ticker
ACN    323.429108
Name: 2023-08-29 12:30:00, dtype: float64"
ACN,2023-09-05,"Ticker
ACN    327.73999
Name: 2023-09-05 12:30:00, dtype: float64"
ACN,2023-09-12,"Ticker
ACN    316.320007
Name: 2023-09-12 12:30:00, dtype: float64"
ACN,2023-09-19,"Ticker
ACN    314.769989
Name: 2023-09-19 12:30:00, dtype: float64"
ACN,2023-09-26,"Ticker
ACN    311.609985
Name: 2023-09-26 12:30:00, dtype: float64"
ACN,2023-10-03,"Ticker
ACN    307.440002
Name: 2023-10-03 12:30:00, dtype: float64"
ACN,2023-10-10,"Ticker
ACN    313.299988
Name: 2023-10-10 12:30:00, dtype: float64"
ACN,2023-10-17,"Ticker
ACN    308.459991
Name: 2023-10-17 12:30:00, dtype: float64"
ACN,2023-10-24,"Ticker
ACN    295.070007
Name: 2023-10-24 12:30:00, dtype: float64"
ACN,2023-10-31,"Ticker
ACN    296.684998
Name: 2023-10-31 12:30:00, dtype: float64"
ACN,2023-11-07,"Ticker
ACN    316.429993
Name: 2023-11-07 12:30:00, dtype: float64"
ACN,2023-11-14,"Ticker
ACN    319.225006
Name: 2023-11-14 12:30:00, dtype: float64"
ACN,2023-11-21,"Ticker
ACN    330.859985
Name: 2023-11-21 12:30:00, dtype: float64"
ACN,2023-11-28,"Ticker
ACN    331.820007
Name: 2023-11-28 12:30:00, dtype: float64"
ACN,2023-12-05,"Ticker
ACN    336.313202
Name: 2023-12-05 12:30:00, dtype: float64"
ACN,2023-12-12,"Ticker
ACN    341.920013
Name: 2023-12-12 12:30:00, dtype: float64"
ACN,2023-12-19,"Ticker
ACN    341.850006
Name: 2023-12-19 12:30:00, dtype: float64"
ACN,2023-12-26,"Ticker
ACN    353.600006
Name: 2023-12-26 12:30:00, dtype: float64"
ADBE,2023-01-03,"Ticker
ADBE    335.015015
Name: 2023-01-03 12:30:00, dtype: float64"
ADBE,2023-01-10,"Ticker
ADBE    337.700012
Name: 2023-01-10 12:30:00, dtype: float64"
ADBE,2023-01-17,"Ticker
ADBE    344.589996
Name: 2023-01-17 12:30:00, dtype: float64"
ADBE,2023-01-24,"Ticker
ADBE    360.51001
Name: 2023-01-24 12:30:00, dtype: float64"
ADBE,2023-01-31,"Ticker
ADBE    367.290009
Name: 2023-01-31 12:30:00, dtype: float64"
ADBE,2023-02-07,"Ticker
ADBE    376.299988
Name: 2023-02-07 12:30:00, dtype: float64"
ADBE,2023-02-14,"Ticker
ADBE    376.785004
Name: 2023-02-14 12:30:00, dtype: float64"
ADBE,2023-02-21,"Ticker
ADBE    347.054993
Name: 2023-02-21 12:30:00, dtype: float64"
ADBE,2023-02-28,"Ticker
ADBE    324.700012
Name: 2023-02-28 12:30:00, dtype: float64"
ADBE,2023-03-07,"Ticker
ADBE    345.945007
Name: 2023-03-07 12:30:00, dtype: float64"
ADBE,2023-03-14,"Ticker
ADBE    331.035004
Name: 2023-03-14 12:30:00, dtype: float64"
ADBE,2023-03-21,"Ticker
ADBE    368.279999
Name: 2023-03-21 12:30:00, dtype: float64"
ADBE,2023-03-28,"Ticker
ADBE    371.839996
Name: 2023-03-28 12:30:00, dtype: float64"
ADBE,2023-04-04,"Ticker
ADBE    385.339996
Name: 2023-04-04 12:30:00, dtype: float64"
ADBE,2023-04-11,"Ticker
ADBE    370.869995
Name: 2023-04-11 12:30:00, dtype: float64"
ADBE,2023-04-18,"Ticker
ADBE    375.940002
Name: 2023-04-18 12:30:00, dtype: float64"
