Stock Ticker,Date,Price,Change
AAPL,2024-03-05,170.470001,0.0
AAPL,2024-03-12,173.039993,0.015075919428193195
AAPL,2024-03-19,175.645004,0.015054386878066912
AAPL,2024-03-26,170.820007,-0.027470163626174052
AAPL,2024-04-02,168.994995,-0.01068383049533545
AAPL,2024-04-09,169.259995,0.0015680937769785123
AAPL,2024-04-16,169.389999,0.0007680728101166808
AAPL,2024-04-23,166.391998,-0.017698807590169407
AAPL,2024-04-30,173.275299,0.04136798092898667
AAPL,2024-05-07,182.559998,0.05358351163485811
AAPL,2024-05-14,186.529999,0.02174628091308369
AAPL,2024-05-21,192.360001,0.0312550368908757
AAPL,2024-05-28,190.875,-0.007719905345602546
AAPL,2024-06-04,194.804993,0.020589354289456428
AAPL,2024-06-11,205.039993,0.052539721094315144
AAPL,2024-06-18,213.660004,0.04204063253162507
AAPL,2024-06-25,210.115005,-0.016591776343877585
AAPL,2024-07-02,219.399994,0.044190032977416326
AAPL,2024-07-09,228.009995,0.03924339669763168
AAPL,2024-07-16,233.544998,0.02427526477512527
AAPL,2024-07-23,224.720001,-0.03778713770611348
AAPL,2024-07-30,217.25,-0.03324137133659054
AAPL,2024-08-06,208.990005,-0.03802069044879173
AAPL,2024-08-13,221.690002,0.06076844201233449
AAPL,2024-08-20,226.710007,0.02264425528761553
AAPL,2024-08-27,228.490005,0.00785143110158347
AAPL,2024-09-03,223.831497,-0.020388235362855296
AAPL,2024-09-10,220.270004,-0.015911491670003945
AAPL,2024-09-17,216.169998,-0.018613546672473877
AAPL,2024-09-24,227.240005,0.051209728928248426
AAPL,2024-10-01,223.929993,-0.014566150005145443
AAPL,2024-10-08,224.740005,0.0036172555053846692
AAPL,2024-10-15,234.020004,0.04129215446088472
AAPL,2024-10-22,234.850006,0.003546713895449756
AAPL,2024-10-29,233.889999,-0.004087745264950169
AAPL,2024-11-05,222.619995,-0.04818506155964369
AAPL,2024-11-12,224.470001,0.008310152014871834
AAPL,2024-11-19,229.580002,0.02276473906194713
AAPL,2024-11-26,234.509995,0.02147396531514969
AAPL,2024-12-03,241.419998,0.0294657078475482
AAPL,2024-12-10,247.406601,0.024797461062028518
AAPL,2024-12-17,253.130005,0.023133594564035163
AMZN,2024-03-05,173.870193,0.0
AMZN,2024-03-12,175.904999,0.011703018009533142
AMZN,2024-03-19,175.429993,-0.002700355320771797
AMZN,2024-03-26,179.669998,0.024169213755825644
AMZN,2024-04-02,180.542801,0.004857811597459943
AMZN,2024-04-09,185.020004,0.024798568401517174
AMZN,2024-04-16,183.779999,-0.006702005043735684
AMZN,2024-04-23,178.729996,-0.027478523383820477
AMZN,2024-04-30,179.464996,0.004112348326802478
AMZN,2024-05-07,188.929993,0.05274007305580628
AMZN,2024-05-14,186.524994,-0.01272957756368521
AMZN,2024-05-21,181.727402,-0.025720906872137364
AMZN,2024-05-28,180.908203,-0.004507845217530958
AMZN,2024-06-04,178.960007,-0.010768975467629824
AMZN,2024-06-11,185.154602,0.03461440968763497
AMZN,2024-06-18,182.735001,-0.013068003570335237
AMZN,2024-06-25,187.539993,0.026294864003639885
AMZN,2024-07-02,199.420303,0.06334814142815916
AMZN,2024-07-09,199.494995,0.0003745456148464426
AMZN,2024-07-16,193.279999,-0.031153643729257396
AMZN,2024-07-23,187.485001,-0.029982398747839357
AMZN,2024-07-30,180.110107,-0.039335914663381585
AMZN,2024-08-06,163.839996,-0.09033424759444503
AMZN,2024-08-13,169.919403,0.03710575652113648
AMZN,2024-08-20,177.859894,0.046730925720119255
AMZN,2024-08-27,173.449997,-0.024794218082689293
AMZN,2024-09-03,176.720001,0.01885271868871811
AMZN,2024-09-10,179.770004,0.017258957575492565
AMZN,2024-09-17,186.970001,0.04005115892415509
AMZN,2024-09-24,192.779999,0.031074493068008312
AMZN,2024-10-01,184.039993,-0.04533668453852411
